parent equipment class name,equipment class CFIHOS unique code,equipment class name,equipment class definition,abstract class indicator,spare part information required indicator,equipment class existence reason description,equipment class synonym name,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
subsea equipment class,CFIHOS-30000703,subsea mechanical equipment,Subsea or subaquatic equipment class that contains classes of artefacts which are mechanical equipment.,yes,no,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,561,source_reference_record,source_reference_record_unreviewed
subsea infrastructure,CFIHOS-30000704,subsea structure,Subsea infrastructure class that contains classes of artefacts which are structures.,yes,no,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,562,source_reference_record,source_reference_record_unreviewed
subsea equipment class,CFIHOS-30000705,subsea tool,A device that is made as a tool to be used for a subsea or subaquatic purpose.,yes,no,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,563,source_reference_record,source_reference_record_unreviewed
subsea instrument equipment,CFIHOS-30000706,chemical injection unit,"An injection system which provides service for injection of inhibitors etc. into the process. Serves as utility for make-up purposes of water, products and when required by process.",no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,564,source_reference_record,source_reference_record_unreviewed
subsea instrument equipment,CFIHOS-30000707,flying lead,"Flying Leads are used to link connections between subsea structures such as manifolds, trees, Umbilical Termination Units and Subsea Distribution Units.",no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,565,source_reference_record,source_reference_record_unreviewed
subsea structure,CFIHOS-30000708,jacket structure,A functional unit which is consisting of a bottom founded framework structure with three or more legs.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,566,source_reference_record,source_reference_record_unreviewed
subsea structure,CFIHOS-30000709,mid-water arch,Structure used to support and restrain flexible risers.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,567,source_reference_record,source_reference_record_unreviewed
subsea instrument equipment,CFIHOS-30000710,piping purge unit,A piping system that is situated within the frame and distributes purge gas inside the frame.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,568,source_reference_record,source_reference_record_unreviewed
subsea tool,CFIHOS-30000711,sample vessel,"Container in which the sample is collected, stored, and transported to the analytical equipment.",no,yes,missing from CFIHOS - in other OO RDLs,sample cylinder,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,569,source_reference_record,source_reference_record_unreviewed
subsea intervention and installation tool,CFIHOS-30000712,subsea bore protector,A wear bushing that is run into and set in the wellhead or christmas tree to protect the inside wall against wear from the drill bit and drill pipe during drilling operations.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,570,source_reference_record,source_reference_record_unreviewed
subsea instrument equipment,CFIHOS-30000713,subsea distributed temperature sensing fiber optic pod,A 'fibre optic pod' for use in a Distributed Temperature Sensing (DTS) system.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,571,source_reference_record,source_reference_record_unreviewed
subsea mechanical equipment,CFIHOS-30000714,subsea flexible flowline,"Flexible pipe, wholly or in part, resting on the seafloor or buried below the seafloor, and used in a static application.",no,no,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,572,source_reference_record,source_reference_record_unreviewed
subsea intervention and installation tool,CFIHOS-30000715,subsea hanger recovery,Tools or devices that enable the installation and/or retrieval of a subsea casing hanger.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,573,source_reference_record,source_reference_record_unreviewed
subsea infrastructure,CFIHOS-30000716,subsea hang-off and pull assembly,Assembly used to attach umbilicals to host structure.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,574,source_reference_record,source_reference_record_unreviewed
subsea intervention and installation tool,CFIHOS-30000717,subsea installation workover control,"System that controls and monitors the deployment, the operation and the retrieval of subsea production equipment and is used during installation, workover, and intervention of a single subsea tree from a moored or dynamically positioned deepwater mobile offshore drilling unit (MODU) or multi-service vessel (MSV).",no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,575,source_reference_record,source_reference_record_unreviewed
subsea mechanical equipment,CFIHOS-30000718,subsea jumper,An artefact for connecting a well or a manifold to a subsea flowline.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,576,source_reference_record,source_reference_record_unreviewed
subsea structure,CFIHOS-30000719,subsea manifold support frame,A frame that is a structural framework to provide strength and protection for a subsea manifold.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,577,source_reference_record,source_reference_record_unreviewed
subsea infrastructure,CFIHOS-30000720,subsea mudmat,A device intended to prevent excessive jacket penetration into the soil.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,578,source_reference_record,source_reference_record_unreviewed
subsea structure,CFIHOS-30000721,subsea pipeline crossing support,A pipeline crossing which is subsea and located above or below a specific object or geographic feature.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,579,source_reference_record,source_reference_record_unreviewed
subsea structure,CFIHOS-30000722,subsea protection structure,"The protection structure that covers the subsea equipment (template, manifold, trees, etc. ) to protect the equipment from third party damages as e.g. dropped objects, anchors or trawl equipment.",no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,580,source_reference_record,source_reference_record_unreviewed
subsea tool,CFIHOS-30000723,subsea remote operated tool,"Dedicated, unmanned, subsea or subaquatic tools used for installation and inspection, maintenance, and repair (IMR) tasks that require a handling capacity beyond that of free-swimming ROV systems.",no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,581,source_reference_record,source_reference_record_unreviewed
subsea tool,CFIHOS-30000724,subsea remotely operated vehicle,A submarine or subaquatic ROV which is a nearly neutral buoyancy submarine that is manipulated from a surface platform by an umbilical.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,582,source_reference_record,source_reference_record_unreviewed
subsea instrument equipment,CFIHOS-30000725,subsea umbilical,An umbilical for subsea or subaquatic use between a surface platform and subaquatic equipment or installation.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,583,source_reference_record,source_reference_record_unreviewed
subsea instrument equipment,CFIHOS-30000726,umbilical termination assembly,"A termination head for a umbilical, having means for aligning fluid, electrical and optical lines to a mating assembly.",no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,584,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000727,electrical isolator,An isolator that isolates electrical conductors.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,585,source_reference_record,source_reference_record_unreviewed
relay,CFIHOS-30000728,protection relay,"A measuring relay that, either solely or in combination with other relays, is a constituent of a protection equipment.",no,yes,missing from CFIHOS - in other OO RDLs,protective relay,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,586,source_reference_record,source_reference_record_unreviewed
switchgear and controlgear,CFIHOS-30000729,ring main unit,"A physical object that is a totally sealed, gas-insulated compact switchgear unit. The primary switching devices can be either switch disconnectors or fused switch disconnectors or circuit breakers.",no,yes,missing from CFIHOS - in other OO RDLs,electrical ring main unit,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,587,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000731,automatic switching equipment,A physical object that is automatic and designed to initiate the operation of circuit-breakers and/or disconnectors in a substation according to a specific programme.,no,yes,missing from CFIHOS - in other OO RDLs,transfer switch; ATS; electrical transfer switch,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,588,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000732,surge protection,A physical object that is protecting against a large but momentary increase in the voltage of an electric circuit.,no,yes,missing from CFIHOS - in other OO RDLs,surge arrestor; lightning arrestor; surge protection device,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,589,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000733,capacitor,A physical object that stores electricity during part of an operation.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,590,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000734,electrical connector,A connector for holding two parts of a conductor in intimate contact.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,591,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000735,electrical distribution unit,An electrical conductor that has several power distribution points.,no,yes,missing from CFIHOS - in other OO RDLs,distributer frame; distribution frame,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,592,source_reference_record,source_reference_record_unreviewed
subsea instrument equipment,CFIHOS-30000736,subsea control module,A control module that is used to control a subsea production system.,no,no,Required by owner-operators,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,593,source_reference_record,source_reference_record_unreviewed
subsea structure,CFIHOS-30000737,subsea guide base,A subsea fixed structure supporting a wellhead.,no,yes,Required by owner-operators,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,594,source_reference_record,source_reference_record_unreviewed
control valve,CFIHOS-30000738,motor operated valve,An operated valve that is opened and closed with a motor.,no,yes,Required by owner-operators,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,595,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000739,shear ram,"A shear valve is a ram-type BOP, similar in operation to a gate valve, but uses a pair of opposing steel plungers, rams. The rams extend toward the centre of the wellbore to restrict flow or retract open in order to permit flow.",no,no,Required by owner-operators,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,596,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000740,solar panel,A panel and a photovoltaic module whose main parts are solar cells.,no,yes,Required by owner-operators,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,597,source_reference_record,source_reference_record_unreviewed
