CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-95001565,CFIHOS-30000597,crane,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1565,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001566,CFIHOS-30000597,crane,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1566,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001567,CFIHOS-30000024,crane hook block,CFIHOS-40000665,offboard lift capacity,CFIHOS-90000037,EN 13852-1:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1567,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001568,CFIHOS-30000024,crane hook block,CFIHOS-40000665,offboard lift capacity,CFIHOS-90000006,API Spec 2C:2020,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1568,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001569,CFIHOS-30000024,crane hook block,CFIHOS-40000665,offboard lift capacity,CFIHOS-90000063,IOGP S-617:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1569,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001570,CFIHOS-30000024,crane hook block,CFIHOS-40000664,onboard lift capacity,CFIHOS-90000037,EN 13852-1:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1570,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001571,CFIHOS-30000024,crane hook block,CFIHOS-40000664,onboard lift capacity,CFIHOS-90000006,API Spec 2C:2020,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1571,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001572,CFIHOS-30000024,crane hook block,CFIHOS-40000664,onboard lift capacity,CFIHOS-90000063,IOGP S-617:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1572,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001573,CFIHOS-30000410,current to current converter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1573,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001574,CFIHOS-30000410,current to current converter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1574,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001575,CFIHOS-30000411,current to pressure converter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1575,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001576,CFIHOS-30000411,current to pressure converter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1576,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001577,CFIHOS-30000412,current to voltage converter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1577,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001578,CFIHOS-30000412,current to voltage converter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1578,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001579,CFIHOS-30000745,current transformer,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1579,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001580,CFIHOS-30000745,current transformer,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1580,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001581,CFIHOS-30000745,current transformer,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1581,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001582,CFIHOS-30000329,current transmitter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1582,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001583,CFIHOS-30000329,current transmitter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1583,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001584,CFIHOS-30000329,current transmitter,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1584,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001585,CFIHOS-30000329,current transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1585,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001586,CFIHOS-30000329,current transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1586,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001587,CFIHOS-30000329,current transmitter,CFIHOS-40000579,safety integrity level,CFIHOS-90000008,API Spec 6D:2014,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1587,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001588,CFIHOS-30000565,cutter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1588,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001589,CFIHOS-30000565,cutter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1589,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001590,CFIHOS-30000026,degasser,CFIHOS-40000114,external insulation type,CFIHOS-90000036,ASME BPVC Section VIII,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1590,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001591,CFIHOS-30000027,dehumidifier,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1591,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001592,CFIHOS-30000027,dehumidifier,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1592,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001593,CFIHOS-30000027,dehumidifier,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1593,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001594,CFIHOS-30000027,dehumidifier,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1594,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001595,CFIHOS-30000027,dehumidifier,CFIHOS-40000113,explosion protection zone,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1595,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001596,CFIHOS-30000027,dehumidifier,CFIHOS-40000113,explosion protection zone,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1596,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001597,CFIHOS-30000027,dehumidifier,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1597,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001598,CFIHOS-30000027,dehumidifier,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1598,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001599,CFIHOS-30000639,deluge valve,CFIHOS-40000580,failure action,CFIHOS-90000008,API Spec 6D:2014,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1599,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001600,CFIHOS-30000639,deluge valve,CFIHOS-40000509,nominal diameter,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1600,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001601,CFIHOS-30000639,deluge valve,CFIHOS-40000488,piping class,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1601,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001602,CFIHOS-30000573,demister,CFIHOS-40000114,external insulation type,CFIHOS-90000036,ASME BPVC Section VIII,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1602,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001603,CFIHOS-30000413,density analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1603,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001604,CFIHOS-30000413,density analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1604,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001605,CFIHOS-30000414,dew point analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1605,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001606,CFIHOS-30000414,dew point analyser,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1606,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001607,CFIHOS-30000029,dew point transmitter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1607,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001608,CFIHOS-30000029,dew point transmitter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1608,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001609,CFIHOS-30000029,dew point transmitter,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1609,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001610,CFIHOS-30000029,dew point transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1610,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001611,CFIHOS-30000029,dew point transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1611,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001612,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000638,actuation service,CFIHOS-90000077,ISA-TR20.00.01-2007,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1612,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001613,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000599,communication protocol,CFIHOS-90000046,IEC 60534-7:2010,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1613,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001614,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000487,design specification,CFIHOS-90000046,IEC 60534-7:2010,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1614,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001615,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1615,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001616,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1616,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001617,CFIHOS-30000817,diaphragm control valve,CFIHOS-40000580,failure action,CFIHOS-90000008,API Spec 6D:2014,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1617,source_reference_record,source_reference_record_unreviewed
